"","sample_size","ESSa","ESSa_seconds","ESSb","ESSb_seconds"
"...23",1949,12.9401900662885,1.41513705253601,12.5561834748621,1.4695680141449
"...24",1949,12.1604037919674,1.38574409484863,11.9145686900137,1.39836597442627
"...25",1949,12.3448818604451,1.40174794197083,12.482301021353,1.42829203605652
"...26",1949,12.94311918712,1.41882514953613,12.5654721064455,1.44562292098999
"...27",1949,12.3558944502231,1.40089583396912,12.1464171359792,1.46181201934814
"...28",1949,12.5246335124079,1.40047311782837,12.0425693402991,1.45415496826172
"...29",1949,12.2659368866508,1.43341898918152,12.0493177692439,1.41923689842224
"...30",1949,12.7523197588465,1.4078369140625,12.5734667943837,1.42914915084839
"...31",1949,12.8659081231017,1.43140506744385,12.2624279310688,1.27866697311401
"...32",1949,12.2541650983148,1.4343249797821,11.983283738973,1.31022000312805
"...33",1949,12.7146827243829,1.41976308822632,12.2181413901333,1.26990103721619
"...34",1949,12.8770824771608,1.44880294799805,11.7679783908936,1.28041291236877
"...35",1949,12.4407527719084,1.43215179443359,12.1414636607039,1.28588104248047
"...36",1949,12.7628134747141,1.42374801635742,12.6988978045096,1.29541897773743
"...37",1949,12.1219945235713,1.41724896430969,12.274938125805,1.28033804893494
"...38",1949,12.8746540637714,1.40461015701294,12.406266699105,1.31872701644897
"...39",1949,12.0358646602994,1.42394685745239,12.1313014773191,1.27845597267151
"...40",1949,13.1081456386574,1.42383599281311,12.2567575215319,1.27549195289612
"...41",1949,12.8243982894258,1.55359697341919,12.2622085659275,2.58085203170776
"...42",1949,12.7116011713491,1.70021390914917,12.2557233590513,2.58552813529968
"...43",1949,12.4914525705798,1.6811900138855,11.8744275868157,2.53514695167542
"...44",1949,12.9094046033975,1.6712851524353,12.5652773100553,2.41510510444641
"...45",1949,13.1139246130411,1.59559011459351,11.9330679714044,2.60336899757385
"...46",1949,12.7016194922047,1.71301698684692,12.4619910539929,2.45786714553833
"...47",1949,11.9377589136725,1.70513296127319,12.5772936336088,2.44547915458679
"...48",1949,12.4732512319284,1.57512497901917,11.8574767533353,2.67106914520264
"...49",1949,12.4934382791928,1.59031796455383,11.682336200664,2.70875811576843
"...50",1949,12.4909017168707,1.69044208526611,12.1233211475265,2.57090783119202
"...1",975,12.7818942217965,1.78764510154724,12.9107395351375,1.10149192810059
"...2",975,12.295601289858,1.98359489440918,12.2207934938926,1.09652400016785
"...3",975,12.6782273931127,1.80087494850159,12.5293636536096,1.05576777458191
"...4",975,13.0529108158366,2.05149912834167,12.6228684247872,1.09795117378235
"...5",975,12.8132307320091,2.10358905792236,12.3774412248094,1.0870988368988
"...6",975,11.9872388618239,2.0611560344696,11.3004672057112,1.10964202880859
"...7",975,13.0431311855491,2.096843957901,12.8123428158062,1.11087393760681
"...8",975,12.2420390960583,2.02234101295471,11.9665989378338,1.08731389045715
"...9",975,13.2227830189513,2.15337204933167,13.0055333191799,1.09671092033386
"...10",975,12.6003920661546,2.05057597160339,12.5229670104463,1.11086201667786
"...11",975,12.7814604141564,0.997964143753052,12.5208922982013,0.93131685256958
"...12",975,12.4885528848216,0.98326301574707,12.0992488931077,0.965147972106934
"...13",975,12.9159474712057,0.996757984161377,12.6046017152066,0.940210819244385
"...14",975,13.1340593780571,0.984607934951782,12.1750770160441,0.985605001449585
"...15",975,12.0483472951532,1.00608205795288,11.8422651044376,1.00191497802734
"...16",975,12.1587051301457,0.995308876037598,12.0037470403516,1.00627613067627
"...17",975,12.8125047871664,0.997842073440552,12.4244673406033,0.995048046112061
"...18",975,12.1866894064721,0.988506078720093,11.9220014550919,0.993119955062866
"...19",975,12.2879242601039,1.0096480846405,12.1555288016638,1.01399993896484
"...20",975,12.8136546889266,0.993300914764404,12.688129917215,0.998600006103516
"...21",975,12.8956332931563,1.13228487968445,12.1351155158426,1.06770086288452
"...22",975,12.4301308271597,1.11691498756409,12.3744740976615,1.07614302635193
"...23",975,13.0766441782152,1.11692810058594,12.5465845801013,1.08852005004883
"...24",975,12.5749078310478,1.14780402183533,12.0051566999384,1.05043005943298
"...25",975,12.4472381438617,1.14515399932861,12.1272047706255,1.06154608726501
"...26",975,12.5632248120085,1.16486096382141,12.1763636124328,1.10413312911987
"...27",975,12.4247919316229,1.14450788497925,11.8613721351163,1.08350396156311
"...28",975,12.9584229084904,1.17768502235413,12.7585751370765,1.06677603721619
"...29",975,12.602455114283,1.1551399230957,12.1795798656651,1.10423898696899
"...30",975,12.1395164423662,1.14374113082886,11.7127448234495,1.08027815818787
"...31",975,13.2966537080695,1.06083083152771,12.6648180620218,0.860656976699829
"...32",975,12.6421788443859,1.06288504600525,12.0691386660016,0.871036052703857
"...33",975,12.4790828371677,1.05982494354248,12.1431446906535,0.861412048339844
"...34",975,12.3897665908781,1.06602311134338,11.4329129238519,0.843853950500488
"...35",975,12.8535891258688,1.04522585868835,12.5107989457279,0.851710081100464
"...36",975,12.9530810540711,1.05820989608765,12.3001117910733,0.805340051651001
"...37",975,12.4924960586893,1.06963610649109,12.328882975242,0.881896018981934
"...38",975,12.8441686310389,1.03562593460083,12.6699758029615,0.742747783660889
"...39",975,12.1918501425369,1.06834316253662,11.6848138481943,0.866697072982788
"...40",975,12.8560589785771,1.05991506576538,12.2358959394283,0.864475965499878
"...41",975,12.6384215676706,1.09259009361267,12.6977649381315,1.04482483863831
"...42",975,11.6984825573871,1.06739687919617,11.1674193501686,1.03029489517212
"...43",975,12.4371983435294,1.07262492179871,12.4867096568652,1.05492091178894
"...44",975,13.2582475473739,1.10711908340454,13.2147743931329,1.0561740398407
"...45",975,12.7436522169951,1.10841202735901,12.8905583449559,1.03055906295776
"...46",975,12.6025987758104,1.11221599578857,12.1957508664465,1.0565779209137
"...47",975,12.1226543508688,1.08876419067383,11.7114272691197,1.02687692642212
"...48",975,11.9479717979681,1.1056079864502,11.7796479619455,1.02763295173645
"...49",975,11.9601612880542,1.0994029045105,11.7458074772053,1.05140686035156
"...50",975,12.9577093522495,1.1019229888916,12.942747924763,1.04777693748474
"...1",487,13.7423238453573,0.822800159454346,13.1264608160425,0.786659955978394
"...2",487,12.3555027432919,0.829771995544434,12.0919140219389,0.760173082351685
"...3",487,12.7506520895512,0.851608991622925,12.2590335055261,0.766515016555786
"...4",487,12.3828890324808,0.858867168426514,11.9647912283931,0.799118041992188
"...5",487,12.1133397577812,0.879300117492676,11.6665343258084,0.771028995513916
"...6",487,12.4927344642668,0.850915908813477,11.6987240503789,0.785959959030151
"...7",487,13.4536669623726,0.837249040603638,12.9050974972202,0.791592836380005
"...8",487,13.0206970909437,0.820765018463135,12.2767507973692,0.777636051177979
"...9",487,13.9519496119754,0.855764150619507,13.8464259942982,0.760571002960205
"...10",487,12.3436427926053,0.823225975036621,12.3628044427207,0.791494846343994
"...11",487,12.4836236267261,0.748557090759277,12.46457958931,0.750146150588989
"...12",487,12.3159137432443,0.74983811378479,11.6791815823794,0.684999942779541
"...13",487,12.9577691388577,0.746554136276245,12.5733635300218,0.715528964996338
"...14",487,12.5871789964445,0.730772972106934,12.3340794508057,0.713960886001587
"...15",487,11.7072183794125,0.746140003204346,11.4270342294292,0.732293128967285
"...16",487,12.8289651088038,0.780867099761963,12.5898471668368,0.711410999298096
"...17",487,13.0928231233594,0.7362380027771,12.6422182919726,0.737195014953613
"...18",487,12.3641092501475,0.739316940307617,11.6847928698426,0.68563985824585
"...19",487,12.0110570571826,0.750952959060669,11.5273534631113,0.665244102478027
"...20",487,13.3805407804185,0.742722988128662,13.0068672487822,0.758669137954712
"...21",487,13.206654308988,0.699712991714478,12.2731960394911,0.667842864990234
"...22",487,13.7213587766901,0.780279874801636,13.2157400728642,0.706966876983643
"...23",487,13.5928176963313,0.766660928726196,12.9783104797821,0.629164934158325
"...24",487,12.293195893647,0.772989988327026,12.2830552659973,0.732640027999878
"...25",487,12.4378908516441,0.769186019897461,11.6199952887275,0.691744089126587
"...26",487,13.1910301132257,0.799299955368042,12.7584991920815,0.709966897964478
"...27",487,12.7046392485293,0.694643974304199,12.4752286103777,0.666491985321045
"...28",487,13.0112653366359,0.703864812850952,12.2533079894705,0.664628028869629
"...29",487,11.9139235075652,0.712186098098755,12.1063484915058,0.639889001846313
"...30",487,12.6270888236753,0.766974925994873,12.0011924977698,0.675617933273315
"...31",487,13.1440170381877,0.70396900177002,13.0182316023865,0.635555982589722
"...32",487,12.7675139058833,0.769334077835083,12.7021336453951,0.612852096557617
"...33",487,11.9090815774914,0.710363149642944,11.9933002426567,0.585113048553467
"...34",487,11.4995201940964,0.76897406578064,11.3547109101674,0.629909038543701
"...35",487,13.2983042968043,0.789458036422729,13.0358429566966,0.622280120849609
"...36",487,12.9212229863217,0.78682804107666,12.906590999786,0.622054100036621
"...37",487,12.5423724937975,0.782387971878052,11.956749563245,0.622756958007812
"...38",487,12.3126781132094,0.680468082427979,11.8761963549678,0.627910852432251
"...39",487,12.1900764425517,0.719904899597168,11.6073812751218,0.640461921691895
"...40",487,12.9942670660533,0.780921936035156,12.0821806193116,0.622621059417725
"...41",487,12.7292222974269,0.678747892379761,12.4213331389298,0.708438873291016
"...42",487,11.8254211892836,0.758572101593018,10.787852540754,0.530992984771729
"...43",487,12.3231480073909,0.67585015296936,11.853304063969,0.643886089324951
